customer_id,recency_days,frequency,monetary_value,session_count,avg_session_min,categories_browsed,discount_usage_pct,mobile_pct,email_open_rate,cart_abandon_rate,true_cluster
CUST_01368,0.04666598120483402,-0.9424293659574563,-0.5449739369774118,-1.2344214396045958,-1.092889724269827,-1.2071942905127822,-0.35876188636473116,1.482642334959301,-0.6552129216254016,0.5852269521348467,3
CUST_00422,0.512682358098681,-0.49335148245842964,-0.038431109542641194,2.0352743076243636,0.24092544222385298,-0.5018229418759347,0.9262669018936053,-0.3654979264467067,0.5377494662502585,0.44613315801221193,1
CUST_00413,0.7668731091316885,-0.6430441102914386,-0.18432516756828865,1.5528601809840252,0.012600646563421978,-0.5018229418759347,1.459601758791662,0.4687403581282574,0.7723367746540113,0.23687158872515693,1
CUST_00451,0.13139623154916982,-0.49335148245842964,-0.30205827100852306,2.142477446877772,0.09171866069423357,0.20354840676091268,1.1886226422992348,-0.4151664585558694,-0.013795326904321245,-0.4068782725675378,1
CUST_00741,0.17376135672133775,-0.1939662267924119,-0.988469764329083,0.5880319277033488,-0.9676477906541922,-0.5018229418759347,0.7084612343293097,0.47734563431330185,0.24220091706955504,-0.12580175273921135,1
CUST_01272,-0.8006365222385241,-0.7927367381244474,-0.9784462466483934,-1.3952261484847086,0.4054969867402812,-0.8545086161943585,-0.7597565156900923,0.22177836038357454,-1.1825416011309209,1.3230417862147195,3
CUST_00259,-0.41935039568901294,0.5544969123726325,1.2803251999198966,0.9096413454635742,-0.07669158383949445,1.2616054297161838,-1.098237812765032,-0.13968475356843582,1.409877843193583,-1.236962683636239,0
CUST_01432,0.25849160706567353,-1.0921219937904652,-0.7323529402693617,-1.2880230092313,-0.5972090941000012,-1.2071942905127822,-0.24191561869828976,0.5892530176982638,-0.9502429177495285,0.5797195938900681,3
CUST_00712,-0.24988989500034134,-0.3436588546254208,-0.7235533486722034,1.1240476239703914,-0.11657760485025681,-0.14913726755751103,1.5471791241511432,-0.19655317237595724,-0.3073092677224549,-0.06400598143134524,1
CUST_01382,0.3008567322378415,-1.0921219937904652,-0.6387541605186481,-1.073616730724483,-0.3729297990981699,-1.2071942905127822,-0.9724844819449576,1.1670970691867355,-0.6145119722876405,1.3050658748830306,3
CUST_00070,-0.24988989500034134,1.6023453072036946,1.6264198302399293,0.8024382062101657,2.3957230211044247,0.5562340810793364,-1.1583588241133298,-0.36523213543762206,0.37199717797281406,-1.3722511745311323,0
