customer_id,recency_days,frequency,monetary_value,session_count,avg_session_min,categories_browsed,discount_usage_pct,mobile_pct,email_open_rate,cart_abandon_rate,true_cluster,segment_kmeans,segment_dbscan,segment_hierarchical
CUST_01368,23,2,217.81656304370176,6,4.586303249901402,2.0,0.2816669895788374,0.8312772853469439,0.2833281263076818,0.5719601236077384,3,0,3,1
CUST_00422,34,5,378.5808240116472,67,9.117542069475515,4.0,0.6400094518738609,0.5188893039143285,0.5049974869446933,0.5420218008779236,1,1,-1,2
CUST_00413,40,4,332.2776307814004,58,8.3418767422566,4.0,0.7887349338201786,0.659899171614478,0.548587141736758,0.4969806799869388,1,1,-1,2
CUST_00451,25,5,294.9120333611718,69,8.610656574697384,6.0,0.7131698377525368,0.5104939170433676,0.4025126283239943,0.358421003574187,1,1,-1,2
CUST_00741,26,7,77.06187249240719,40,5.011775328562443,4.0,0.5792722762323839,0.6613537067021293,0.4500803675116611,0.4189194579838381,1,1,-1,2
CUST_01272,3,3,80.24309098955922,3,9.67662475937357,3.0,0.1698458349459634,0.6181556083270596,0.1853429656525317,0.7307661922527049,3,0,-1,1
CUST_00259,12,12,797.121709411631,46,8.038533047528889,9.0,0.0754571157647841,0.5570581175749711,0.6670513301129416,0.1797549807777109,0,2,-1,0
CUST_01432,28,1,158.34706638200103,5,6.270230206168409,2.0,0.314250679258137,0.6802692199524271,0.2285073613998852,0.5707747287483853,3,0,0,1
CUST_00712,16,6,161.13984077997443,50,7.903032199058688,5.0,0.813156712562398,0.5474457461930333,0.3479735680313519,0.4322202796087165,1,1,-1,2
CUST_01382,29,1,188.05302180995085,9,7.0321521526781,2.0,0.1105246244615674,0.7779412097883069,0.2908909409518944,0.7268970862425823,3,0,1,1
CUST_00070,16,19,906.9636506155842,44,16.43782353202269,7.0,0.0586918016807194,0.5189342301131376,0.4741983568631401,0.1506357053449775,0,2,-1,0
CUST_01268,9,2,89.66323784323045,11,4.04638047276975,3.0,0.2916392983774744,0.8373391983638987,0.1895065623781353,0.6905813668342697,3,0,1,1
CUST_01491,1,2,165.16479428990033,4,6.239254031745629,3.0,0.2649181766029655,0.6778151246548478,0.1506763433615203,0.6308159657198575,3,0,1,1
CUST_00607,27,6,381.7687160682781,44,8.902174567407645,8.0,0.6393290352647762,0.7203360216106331,0.355255548486042,0.356755652598574,1,1,-1,2
CUST_00433,13,8,276.33522760985335,69,9.46527913293098,4.0,0.6653970412567791,0.6636053066573067,0.4513110902043962,0.4114159878006237,1,1,-1,2
CUST_00051,4,22,768.6082671813788,32,12.669366055218498,9.0,0.132824405495664,0.5788718746701664,0.5911457540256204,0.0564298790201122,0,2,-1,0
CUST_01199,3,3,78.83420143555188,10,8.632879895708392,1.0,0.1663356468038443,0.8686742993724827,0.1371579499592749,0.694699777444715,3,0,-1,1
CUST_01128,1,2,89.77793417317112,3,6.483816790029732,3.0,0.2052710399028021,0.7272440032781049,0.1110578533201092,0.5618728316004973,3,0,1,1
CUST_01190,13,1,39.00228875971332,7,5.236126569832365,2.0,0.1773472291127183,0.9412565435513628,0.1730315977970361,0.7806124809778586,3,0,-1,1
CUST_01249,24,3,52.961528243395975,11,5.747511241130439,1.0,0.3195867070926288,0.7145063737047914,0.2725387973378409,0.6964405045888866,3,0,2,1
CUST_01419,1,3,138.6974853404759,9,4.487780715744501,3.0,0.2737526315967186,0.8257786392985179,0.1716731758954868,0.6086818420561952,3,0,1,1
CUST_00432,14,9,93.49513747912056,56,6.708806795084656,8.0,0.7495315697707284,0.7196256204780117,0.4034829520440459,0.5999718622892156,1,1,-1,2
CUST_01452,29,2,82.02632128434453,4,4.871022553052085,3.0,0.178104584218127,0.6470546898603878,0.2318489885161131,0.7712932109656523,3,0,-1,1
CUST_01470,12,2,109.05834244183258,12,5.02388827153924,1.0,0.1002595392930343,0.7712908549454429,0.2673802871119162,0.5363749269372653,3,0,-1,1
CUST_01234,11,2,220.645161600856,14,6.469180936460885,2.0,0.3120663399624953,0.927568026918406,0.3119288885238357,0.559345006061081,3,0,1,1
CUST_01281,12,1,104.37322297376788,11,6.0009499727330455,5.0,0.229826264891352,0.6604572049634233,0.2559500903563679,0.5958795674007604,3,0,-1,1
CUST_00610,36,8,318.1552701148751,55,11.355138899750822,7.0,0.6899996930831891,0.7340987464054851,0.3400681200457728,0.4900119830246276,1,1,-1,2
CUST_00220,3,22,711.23828076816,38,5.041167819746345,6.0,0.0846119457900825,0.3793722833463784,0.5907483262162438,0.1320882947110893,0,2,-1,0
CUST_00339,19,23,983.5559069992316,26,7.273552850738415,9.0,0.1373667112309066,0.5628801699077397,0.7603259453447375,0.098258690337906,0,2,-1,0
CUST_00423,13,11,223.7210536171793,55,9.117030363215124,4.0,0.6622096821657958,0.4148188077132116,0.4726762032553251,0.4031801232850844,1,1,-1,2
CUST_00428,30,9,186.29301802834405,39,10.253886286424596,5.0,0.6383515339398161,0.6531933261068609,0.4298440292978444,0.6312686962719787,1,1,-1,2
CUST_01105,116,2,764.1321710048455,6,1.4188979610962051,5.0,0.1132572457484448,0.4795139361498057,0.1170322498657376,0.5962347691215372,2,3,-1,3
CUST_00076,7,23,721.6297106452372,27,12.363533847898386,11.0,0.0763193369868631,0.5199373423678636,0.7424355693388821,0.1210563079105554,0,2,-1,0
CUST_01391,18,1,117.441996260614,3,4.051346126766179,3.0,0.2938639290893938,0.6320455266461599,0.2056903412557241,0.5327667048020898,3,0,6,1
CUST_00439,6,5,144.54720605044884,44,7.391379661020415,5.0,0.5986761149496358,0.545834293836892,0.5075867101533903,0.3832220420818075,1,1,-1,2
CUST_01336,20,1,119.4750361946044,5,6.000663250512707,1.0,0.3172480023298055,0.6659951500052743,0.1604610251766194,0.7680764422047754,3,0,7,1
CUST_00864,102,2,552.433692294809,11,7.782866358510624,2.0,0.2752237876736236,0.4186597832255204,0.0819047867791958,0.5670987798404616,2,3,-1,3
CUST_00354,19,19,704.0930891075043,39,12.070065948343666,6.0,0.1697672517242086,0.4601716898167118,0.5978732793713533,0.2158442282406238,0,2,-1,0
CUST_00365,10,22,883.9104379503156,46,8.020811690044354,9.0,0.0690838942837742,0.59601357373446,0.6125405692110172,0.2278603701534426,0,2,-1,0
CUST_00309,3,12,944.1812843929762,22,10.351342136609752,8.0,0.1202480802041496,0.4762904923959129,0.4591060912430495,0.1172762176113413,0,2,-1,0
